run_timestamp,position_mm,delta_mm,sensor,chip,threshold,threshold_reg,counter_index,vth_bl,dac,integration_requested_s,measured_time_s,count_initial,count_final,hits,hits_per_s,status,analysis_mode,note
2026-05-21T11:26:02,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,253,20.000,20.759,5357753,6431900,1074147,53707.350000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:26:02,88.3,39.0,sensor2_serial,1,1,5,1,120,253,20.000,20.759,1188632,2868914,1680282,84014.100000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:26:25,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,252,20.000,20.733,6505771,6917008,411237,20561.850000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:26:25,88.3,39.0,sensor2_serial,1,1,5,1,120,252,20.000,20.733,3034793,4947626,1912833,95641.650000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:26:48,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,251,20.000,20.778,6937736,7022213,84477,4223.850000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:26:48,88.3,39.0,sensor2_serial,1,1,5,1,120,251,20.000,20.778,5131236,7259959,2128723,106436.150000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:27:11,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,250,20.000,20.748,7026751,7048933,22182,1109.100000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:27:11,88.3,39.0,sensor2_serial,1,1,5,1,120,250,20.000,20.748,7478757,9928950,2450193,122509.650000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:27:34,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,249,20.000,20.722,7049807,7051123,1316,65.800000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:27:34,88.3,39.0,sensor2_serial,1,1,5,1,120,249,20.000,20.722,10176632,13014939,2838307,141915.350000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:27:56,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,248,20.000,20.796,7051206,7051557,351,17.550000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:27:56,88.3,39.0,sensor2_serial,1,1,5,1,120,248,20.000,20.796,13282145,16196436,2914291,145714.550000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:28:19,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,247,20.000,20.775,7051580,7051667,87,4.350000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:28:19,88.3,39.0,sensor2_serial,1,1,5,1,120,247,20.000,20.775,16491495,2529725,2815446,140772.300000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:28:42,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,246,20.000,20.740,7051678,7051714,36,1.800000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:28:42,88.3,39.0,sensor2_serial,1,1,5,1,120,246,20.000,20.740,2802439,5092208,2289769,114488.450000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:29:05,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,245,20.000,20.725,7051718,7051743,25,1.250000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:29:05,88.3,39.0,sensor2_serial,1,1,5,1,120,245,20.000,20.725,5300504,6731052,1430548,71527.400000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:29:28,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,244,20.000,20.754,7051744,7051760,16,0.800000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:29:28,88.3,39.0,sensor2_serial,1,1,5,1,120,244,20.000,20.754,6876929,7832388,955459,47772.950000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:29:51,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,243,20.000,20.762,7051761,7051774,13,0.650000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:29:51,88.3,39.0,sensor2_serial,1,1,5,1,120,243,20.000,20.762,7932865,8698887,766022,38301.100000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:30:13,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,242,20.000,20.765,7051775,7051789,14,0.700000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:30:13,88.3,39.0,sensor2_serial,1,1,5,1,120,242,20.000,20.765,8764510,9177272,412762,20638.100000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:30:36,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,241,20.000,20.681,7051790,7051798,8,0.400000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:30:36,88.3,39.0,sensor2_serial,1,1,5,1,120,241,20.000,20.681,9211535,9361899,150364,7518.200000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
